what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873606646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873696204
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502873701272
started,bundle,com.spket.js.xpc,1.6.6,"com.spket.js.xpc",1502873703360
started,bundle,com.spket.ui,1.6.16,"com.spket.ui",1502873703373
started,bundle,com.spket.xml,1.6.15,"com.spket.xml",1502873703374
started,bundle,com.spket.mime,1.6.8,"com.spket.mime",1502873703397
started,bundle,com.spket.laszlo,1.6.15,"com.spket.laszlo",1502873703397
started,bundle,com.spket.js,1.6.16,"com.spket.js",1502873703690
started,bundle,com.spket.svg,1.6.6,"com.spket.svg",1502873703693
started,bundle,com.spket.wpfe,1.6.6,"com.spket.wpfe",1502873703697
started,bundle,com.spket.xul,1.6.6,"com.spket.xul",1502873703703
started,bundle,com.spket.ywt,1.6.6,"com.spket.ywt",1502873703708
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1502873703765
opened,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502873703901
started,bundle,com.spket.js.debug,1.6.16,"com.spket.js.debug",1502873704057
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502873704058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873712766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873901814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873903045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873914591
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873920034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873920469
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502873921979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873954030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873984828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502873985885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874579194
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502874580591
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502874584365
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874590094
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874747252
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.collapseAll",1502874749684
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502874751546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874752895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874761984
opened,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502874762361
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502874762493
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.navigate.openResource",1502874762495
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502874764768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875025294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875027591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875029469
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875029826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875044693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875045763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875273232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502875279719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502878390161
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502878390271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502878391099
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502878391302
started,bundle,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef",1502878399050
started,bundle,com.businessobjects.crystalreports.platformext.win32,12.2.212.r1346,"com.businessobjects.crystalreports.platformext.win32",1502878399534
started,bundle,com.businessobjects.crystalreports.designer.sdk,12.2.212.r1346,"com.businessobjects.crystalreports.designer.sdk",1502878399550
stopped,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1502878399769
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1502878399769
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1502878399769
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1502878399769
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1502878399769
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1502878399769
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1502878399769
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1502878399769
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1502878399769
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1502878399769
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1502878399769
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1502878399769
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1502878399769
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1502878399784
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1502878399784
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1502878399784
stopped,bundle,com.businessobjects.integration.eclipse.crystalreports.configure.projects.plugin,12.2.212.r1346,"com.businessobjects.integration.eclipse.crystalreports.configure.projects.plugin",1502878399784
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1502878399784
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1502878399784
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1502878399784
stopped,bundle,com.microsoft.tfs.checkinpolicies.build,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.build",1502878399784
stopped,bundle,com.microsoft.tfs.checkinpolicies.forbiddenpatterns,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.forbiddenpatterns",1502878399784
stopped,bundle,com.microsoft.tfs.checkinpolicies.workitempolicy,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.workitempolicy",1502878399784
stopped,bundle,com.microsoft.tfs.checkinpolicies.workitemquerypolicy,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.workitemquerypolicy",1502878399784
stopped,bundle,com.microsoft.tfs.client.eclipse.ui,10.0.0.201003261741,"com.microsoft.tfs.client.eclipse.ui",1502878399784
stopped,bundle,com.microsoft.tfs.client.common.ui.teambuild,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui.teambuild",1502878399784
stopped,bundle,com.microsoft.tfs.client.common.ui.vcexplorer,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui.vcexplorer",1502878399800
stopped,bundle,com.microsoft.tfs.client.common.ui,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui",1502878399800
stopped,bundle,com.salesforce.ide.deployment,20.0.1.201011121559,"com.salesforce.ide.deployment",1502878399800
stopped,bundle,com.salesforce.ide.schemabrowser,20.0.1.201011121559,"com.salesforce.ide.schemabrowser",1502878399800
stopped,bundle,com.salesforce.ide.ui.editors,20.0.1.201011121559,"com.salesforce.ide.ui.editors",1502878399800
stopped,bundle,com.salesforce.ide.ui.editors.intro,20.0.1.201011121559,"com.salesforce.ide.ui.editors.intro",1502878399800
stopped,bundle,com.salesforce.ide.upgrade,20.0.1.201011121559,"com.salesforce.ide.upgrade",1502878399800
stopped,bundle,com.salesforce.ide.ui,20.0.1.201011121559,"com.salesforce.ide.ui",1502878399800
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1502878399815
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1502931286670
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1502931286670
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1502931286718
started,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1502931286751
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1502931286771
started,bundle,com.microsoft.tfs.client.common,10.0.0.201003261741,"com.microsoft.tfs.client.common",1502931286818
started,bundle,com.microsoft.tfs.client.common.ui,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui",1502931286849
started,bundle,com.microsoft.tfs.client.eclipse,10.0.0.201003261741,"com.microsoft.tfs.client.eclipse",1502931287161
started,bundle,com.microsoft.tfs.client.eclipse.ui,10.0.0.201003261741,"com.microsoft.tfs.client.eclipse.ui",1502931287223
started,bundle,com.salesforce.ide.api,20.0.1.201011121559,"com.salesforce.ide.api",1502931287286
started,bundle,com.salesforce.ide.core,20.0.1.201011121559,"com.salesforce.ide.core",1502931287286
started,bundle,com.salesforce.ide.core.compatibility,20.0.1.201011121559,"com.salesforce.ide.core.compatibility",1502931287349
started,bundle,com.salesforce.ide.core.compatibility.auth.platformdb,20.0.1.201011121559,"com.salesforce.ide.core.compatibility.auth.platformdb",1502931287366
started,bundle,com.salesforce.ide.ui,20.0.1.201011121559,"com.salesforce.ide.ui",1502931287366
started,bundle,com.salesforce.ide.ui.editors,20.0.1.201011121559,"com.salesforce.ide.ui.editors",1502931287366
started,bundle,com.salesforce.ide.ui.editors.intro,20.0.1.201011121559,"com.salesforce.ide.ui.editors.intro",1502931287435
started,bundle,com.salesforce.ide.upgrade,20.0.1.201011121559,"com.salesforce.ide.upgrade",1502931287435
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1502931287513
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1502931287529
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1502931287577
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1502931287577
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1502931287614
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1502931287634
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1502931287681
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1502931287697
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1502931287728
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1502931287862
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1502931287878
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1502931287878
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1502931287940
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1502931287975
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1502931288035
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1502931288054
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1502931288117
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1502931288132
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1502931288163
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1502931288187
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1502931288211
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1502931288243
