what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932221177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932222240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932280102
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932281328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932300565
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932302846
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932306690
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1502932308924
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502932308924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932309612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932320816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932322145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932329931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932331001
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932926933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932929500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502932931559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502933593922
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502933595100
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1502933595381
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502933624698
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502933671803
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502933673926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502933676580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502936621889
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502936623779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502936627713
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502936735140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502936753264
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937661165
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502937662846
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.collapseAll",1502937663002
activated,editor,com.spket.xml,1.6.15,"com.spket.xml.editor.xmlEditor",1502937704412
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502937705843
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1502937707817
opened,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1502937707957
activated,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1502937707973
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1502937709565
started,bundle,org.eclipse.ant.core,3.2.200.v20100427,"org.eclipse.ant.core",1502937709612
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1502937710002
started,bundle,org.eclipse.pde.build,3.6.1.R36x_v20100823,"org.eclipse.pde.build",1502937710260
started,bundle,org.eclipse.equinox.p2.director.app,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.director.app",1502937710276
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1502937710307
started,bundle,org.eclipse.emf.ant,2.6.1.v20100905-1631,"org.eclipse.emf.ant",1502937710307
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1502937710338
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1502937710338
started,bundle,org.eclipse.equinox.p2.repository.tools,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository.tools",1502937710369
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1502937712561
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1502937712623
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1502937712639
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1502937713397
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1502937714060
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1502937714343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937756089
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937758778
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1502937784887
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1502937788568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937789443
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502937790597
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502937790613
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937790714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937790996
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1502937799901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937803219
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1502937803328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1502937812117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937814993
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502937816928
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937816943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937817225
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937820118
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1502937831015
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1502937831062
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502937837151
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1502937837261
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1502937837277
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1502937837323
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1502937837323
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1502937844617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937845039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1502937847602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937848305
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1502937848321
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1502937849243
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937851367
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937852773
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1502937852804
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1502937852804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937855277
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937856145
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937859862
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937860603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937863415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937864016
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937867088
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937867876
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937871466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937872699
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1502937875094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1502937875727
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502937879704
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1502937882961
started,bundle,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.crjspeditor",1502937883008
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1502937883087
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1502937883234
started,bundle,org.eclipse.wst.css.core,1.1.402.v201102031915,"org.eclipse.wst.css.core",1502937883265
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1502937883656
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1502937883687
started,bundle,org.eclipse.jst.jsf.common,1.2.1.v20100827,"org.eclipse.jst.jsf.common",1502937883843
started,bundle,org.eclipse.jst.jsf.core,1.3.2.v20100906,"org.eclipse.jst.jsf.core",1502937883843
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1502937883843
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1502937883859
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1502937883875
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1502937883890
started,bundle,com.businessobjects.integration.eclipse.library,12.2.212.r1346,"com.businessobjects.integration.eclipse.library",1502937884062
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1502937884203
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1502937884218
opened,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1502937884312
activated,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1502937884845
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502937884876
activated,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1502937884923
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1502937885694
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1502937885819
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1502937885819
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1502937886248
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1502937886318
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502937888787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502939199880
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502939200936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502941682096
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502941683160
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.collapseAll",1502941683306
activated,editor,com.businessobjects.crystalreports.integration.eclipse.crjspeditor,12.2.212.r1346,"com.businessobjects.crystalreports.integration.eclipse.jspeditor.CRJSPEditor",1502941684538
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1502941685966
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1502941690309
activated,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1502941692139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502941696001
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1502965944506
started,bundle,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef",1502965944943
started,bundle,com.businessobjects.crystalreports.platformext.win32,12.2.212.r1346,"com.businessobjects.crystalreports.platformext.win32",1502965945037
started,bundle,com.businessobjects.crystalreports.designer.sdk,12.2.212.r1346,"com.businessobjects.crystalreports.designer.sdk",1502965945037
stopped,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1502965945271
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1502965945271
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1502965945271
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1502965945271
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1502965945271
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1502965945271
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1502965945271
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1502965945271
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1502965945271
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1502965945271
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1502965945271
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1502965945271
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1502965945271
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1502965945271
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1502965945271
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1502965945271
stopped,bundle,com.businessobjects.integration.eclipse.crystalreports.configure.projects.plugin,12.2.212.r1346,"com.businessobjects.integration.eclipse.crystalreports.configure.projects.plugin",1502965945287
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1502965945287
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1502965945287
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1502965945287
stopped,bundle,com.microsoft.tfs.checkinpolicies.build,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.build",1502965945287
stopped,bundle,com.microsoft.tfs.checkinpolicies.forbiddenpatterns,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.forbiddenpatterns",1502965945287
stopped,bundle,com.microsoft.tfs.checkinpolicies.workitempolicy,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.workitempolicy",1502965945287
stopped,bundle,com.microsoft.tfs.checkinpolicies.workitemquerypolicy,10.0.0.201003261741,"com.microsoft.tfs.checkinpolicies.workitemquerypolicy",1502965945287
stopped,bundle,com.microsoft.tfs.client.eclipse.ui,10.0.0.201003261741,"com.microsoft.tfs.client.eclipse.ui",1502965945287
stopped,bundle,com.microsoft.tfs.client.common.ui.teambuild,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui.teambuild",1502965945287
stopped,bundle,com.microsoft.tfs.client.common.ui.vcexplorer,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui.vcexplorer",1502965945287
stopped,bundle,com.microsoft.tfs.client.common.ui,10.0.0.201003261741,"com.microsoft.tfs.client.common.ui",1502965945287
stopped,bundle,com.salesforce.ide.deployment,20.0.1.201011121559,"com.salesforce.ide.deployment",1502965945287
stopped,bundle,com.salesforce.ide.schemabrowser,20.0.1.201011121559,"com.salesforce.ide.schemabrowser",1502965945287
stopped,bundle,com.salesforce.ide.ui.editors,20.0.1.201011121559,"com.salesforce.ide.ui.editors",1502965945287
stopped,bundle,com.salesforce.ide.ui.editors.intro,20.0.1.201011121559,"com.salesforce.ide.ui.editors.intro",1502965945287
stopped,bundle,com.salesforce.ide.upgrade,20.0.1.201011121559,"com.salesforce.ide.upgrade",1502965945287
stopped,bundle,com.salesforce.ide.ui,20.0.1.201011121559,"com.salesforce.ide.ui",1502965945287
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1502965945287
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1502965945287
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1502965945287
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1502965945303
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1502965945303
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1502965945303
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1502965945303
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1502965945303
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.1.v201007142310,"org.eclipse.jpt.eclipselink.core",1502965945303
